sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime_math,studytime_math,failures_math,schoolsup_math,famsup_math,paid_math,activities_math,nursery,higher_math,internet,romantic_math,famrel_math,freetime_math,goout_math,Dalc_math,Walc_math,health_math,absences_math,G1_math,G2_math,G3_math,traveltime_port,studytime_port,failures_port,schoolsup_port,famsup_port,paid_port,activities_port,higher_port,romantic_port,famrel_port,freetime_port,goout_port,Dalc_port,Walc_port,health_port,absences_port,G1_port,G2_port,G3_port,school_GP,school_MS,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_math_father,guardian_math_mother,guardian_math_other,guardian_port_father,guardian_port_mother,guardian_port_other,avg_grade_math,avg_grade_port,grade_gain_math,grade_gain_port,grade_std_math,grade_std_port,support_score_math,support_score_port,avg_studytime,avg_traveltime,avg_alcohol_use,avg_famrel
0,15,1,1,1,4,4,1,2,0,,,,0,1,1,1,0,3,3,3,1,2,2,-0.6985144411167765,-0.25749269546771125,-0.7085599896772251,-0.29639054494828093,1,2,0,,,,0,1,0,3,3,3,1,2,2,-0.3414146992322103,0.7392477039636425,0.7146866833868658,0.504590404704549,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-0.42081441003107245,0.6528415973516858,-0.03889784948056968,-0.2346572992590935,0.2499527947992952,0.12897528067004568,0.0,0.0,2.0,1.0,1.5,3.0
0,15,1,1,1,2,1,3,3,0,,,,1,1,1,1,0,5,2,2,1,1,4,-0.17325358185179887,-0.25749269546771125,0.33649760127528444,0.34448410507196414,3,3,0,,,,1,1,0,5,2,2,1,1,4,-0.7496163114597669,-0.8274242678206093,-0.09663668378633711,0.16463708090007337,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0.14116300362651243,-0.25314129023562437,0.6019768005396754,0.9920613487206826,0.3452690557752776,0.514214642718641,0.0,0.0,3.0,3.0,1.0,5.0
1,15,1,0,1,4,4,1,1,0,,,,1,1,1,1,0,4,3,3,1,3,5,-0.4358840114842877,0.9384004312029958,0.8590263967515392,0.7717338717521275,1,1,0,,,,1,1,0,4,3,3,1,3,5,-0.7496163114597669,-0.04408828192848341,0.3090249998002643,-0.1753162429044022,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.8563868999022208,0.029873491655792905,-0.16666655945086828,-0.1312279609759188,0.08336462509668369,0.2504982391354757,0.0,0.0,1.0,1.0,2.0,4.0
1,15,1,1,1,4,3,2,2,0,,,,0,1,1,1,0,5,4,3,1,2,3,-0.4358840114842877,-0.25749269546771125,-0.18603119420097036,0.13085922173188244,2,2,0,,,,0,1,0,5,4,3,1,2,3,-0.7496163114597669,-0.04408828192848341,-0.09663668378633711,0.16463708090007337,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-0.10422155597893305,0.007970705061750951,0.3883519171995937,0.20872536282855678,0.20669764289334672,0.13819767951448927,0.0,0.0,2.0,2.0,1.5,5.0
1,15,1,1,0,2,2,1,3,0,,,,0,1,1,1,1,4,5,2,1,1,3,-0.6985144411167765,0.9384004312029958,1.381555192227794,1.198983638432291,1,3,0,,,,0,1,1,4,5,2,1,1,3,-0.7496163114597669,0.7392477039636425,0.7146866833868658,0.8445437285090245,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1.1729797539543603,0.7661593719531776,0.2605832072292952,0.105296024545382,0.22271885205499034,0.0689847189415802,0.0,0.0,3.0,1.0,1.0,4.0
0,16,1,1,1,4,4,1,1,0,,,,0,1,1,1,0,4,4,4,1,2,2,-0.17325358185179887,0.9384004312029958,0.8590263967515392,0.7717338717521275,1,1,0,,,,0,1,0,4,4,4,1,2,2,0.47498852522290297,1.9142516828018312,1.93167173414667,1.5244503761179755,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.8563868999022208,1.7901245976888258,-0.16666655945086828,-0.3898013066838557,0.08336462509668369,0.2302454311222528,0.0,0.0,1.0,1.0,1.5,4.0
0,16,1,1,1,4,4,1,3,0,,,,1,1,1,1,0,3,2,3,1,2,2,0.08937684778068994,0.6394271495353191,0.8590263967515392,0.7717338717521275,1,3,0,,,,1,1,0,3,2,3,1,2,2,1.2913917496780163,0.3475797110175795,0.3090249998002643,0.504590404704549,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.7567291393463287,0.38706503850746427,0.1323067222168084,0.15701069368696946,0.11056588009150864,0.10358945512976592,0.0,0.0,3.0,1.0,1.5,3.0
0,16,1,1,1,3,3,3,2,0,,,,1,1,1,0,0,5,3,2,1,1,4,-0.17325358185179887,-0.8554392588030648,-0.18603119420097036,-0.08276566160819926,3,2,0,,,,1,1,0,5,3,2,1,1,4,-0.3414146992322103,0.3475797110175795,0.7146866833868658,0.504590404704549,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-0.37474537153741144,0.522285599702998,0.7726735971948655,0.15701069368696946,0.4194828989319358,0.1841920797294521,0.0,0.0,2.0,3.0,1.0,5.0
1,17,1,1,1,3,2,1,1,3,,,,1,1,1,1,0,5,5,5,2,4,5,1.402528995943134,-1.4533858221384184,-1.4923531828916075,-1.1508900783086078,1,1,3,,,,1,1,0,5,5,5,2,4,5,-0.3414146992322103,-1.610760253712735,-1.719283418132743,-1.87508286192678,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,-1.3655430277795446,-1.735042177924086,0.3024957438298106,-0.2643226082140451,0.18691316256071078,0.13286408162437968,0.0,0.0,1.0,1.0,3.0,5.0
1,16,1,0,1,4,3,1,1,0,,,,1,1,1,1,0,3,1,3,1,3,5,-0.17325358185179887,-0.8554392588030648,-0.18603119420097036,-0.08276566160819926,1,1,0,,,,1,1,0,3,1,3,1,3,5,0.47498852522290297,-0.04408828192848341,-0.09663668378633711,-0.1753162429044022,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,-0.37474537153741144,-0.10534706953974089,0.7726735971948655,-0.1312279609759188,0.4194828989319358,0.06604617740985576,0.0,0.0,1.0,1.0,2.0,3.0
1,15,1,1,1,4,3,1,2,0,,,,0,1,1,1,0,4,4,1,1,1,1,-0.6985144411167765,0.6394271495353191,0.8590263967515392,0.9853587550922093,1,2,0,,,,0,1,0,4,4,1,1,1,1,-0.7496163114597669,-0.04408828192848341,0.3090249998002643,0.504590404704549,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.8279374337930226,0.2565090408587766,0.3459316055568902,0.5486786866330324,0.1750487407671617,0.2780836560263752,0.0,0.0,2.0,1.0,1.0,4.0
1,15,1,1,1,4,4,1,1,0,,,,0,1,1,1,0,5,4,2,1,1,5,-0.6985144411167765,0.3404538678676423,1.1202907944896665,0.9853587550922093,1,1,0,,,,0,1,0,5,4,2,1,1,5,-0.7496163114597669,-0.4357562748745463,-0.09663668378633711,-0.1753162429044022,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.815367805816506,-0.23590306718842854,0.644904887224567,0.2604400319701441,0.41678423693508626,0.17749252582172628,0.0,0.0,1.0,1.0,1.0,5.0
1,16,1,0,1,4,2,1,2,0,,,,1,1,1,1,0,4,5,1,1,3,5,-0.4358840114842877,1.2373737128706725,1.1202907944896665,1.198983638432291,1,2,0,,,,1,1,0,4,5,1,1,3,5,-0.7496163114597669,-0.04408828192848341,0.3090249998002643,0.504590404704549,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1.1855493819308769,0.2565090408587766,-0.038390074438381605,0.5486786866330324,0.059686362596179994,0.2780836560263752,0.0,0.0,2.0,1.0,2.0,4.0
1,16,1,0,1,2,2,2,2,0,,,,1,1,1,1,0,5,4,4,2,4,5,-0.6985144411167765,0.6394271495353191,0.5977619990134118,0.34448410507196414,2,2,0,,,,1,1,0,5,4,4,2,4,5,-0.3414146992322103,-0.8274242678206093,-0.90796005095954,-0.8552228905133533,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.527224417873565,-0.8635357364311674,-0.29494304446335495,-0.027798622692744024,0.1596230329060424,0.040906364381233025,0.0,0.0,2.0,2.0,3.0,5.0
0,15,0,1,1,2,4,1,3,0,,,,1,1,1,1,0,4,3,2,1,1,5,-0.4358840114842877,-0.25749269546771125,-0.4472955919390978,-0.5100154282883627,1,3,0,,,,1,1,0,4,3,2,1,1,5,-0.3414146992322103,-0.8274242678206093,-0.5022983673729385,-0.8552228905133533,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.40493457189839055,-0.7283151752356337,-0.2525227328206514,-0.027798622692744024,0.13148298240445194,0.1962291745211074,0.0,0.0,3.0,1.0,1.0,4.0
0,16,1,1,1,2,2,1,1,2,,,,0,0,1,1,0,1,2,2,1,3,5,1.1398985663106451,-1.4533858221384184,-0.4472955919390978,-0.5100154282883627,1,1,0,,,,0,1,0,1,2,2,1,3,5,0.47498852522290297,-0.8274242678206093,-0.5022983673729385,-0.1753162429044022,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-0.8035656141219597,-0.50167962603265,0.9433703938500557,0.6521080249162071,0.5636338984907091,0.32605445276926337,0.0,0.0,1.0,1.0,2.0,1.0
1,15,1,1,1,2,2,1,1,0,,,,0,1,1,1,0,4,2,2,1,2,5,-0.4358840114842877,0.3404538678676423,0.33649760127528444,0.13085922173188244,1,1,0,,,,0,1,0,4,2,2,1,2,5,0.8831901374504597,-0.4357562748745463,-0.09663668378633711,-0.1753162429044022,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.2692702302916031,-0.23590306718842854,-0.20959464613575987,0.2604400319701441,0.11988377070824367,0.17749252582172628,0.0,0.0,1.0,1.0,1.5,4.0
1,15,1,1,1,4,2,1,1,0,,,,0,1,1,1,0,2,2,4,2,4,1,-0.17325358185179887,1.2373737128706725,1.381555192227794,0.9853587550922093,1,1,0,,,,0,1,0,2,2,4,2,4,1,-0.7496163114597669,-0.4357562748745463,-0.5022983673729385,-0.5152695667088778,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1.2014292200635588,-0.48444140298545424,-0.2520149577784633,-0.07951329183433148,0.20052907300963452,0.0426584607954249,0.0,0.0,1.0,1.0,3.0,2.0
1,16,1,0,0,3,4,1,2,0,,,,1,1,1,1,0,5,3,3,1,1,5,-0.17325358185179887,0.04148058619996553,0.07523320353715703,0.13085922173188244,1,2,0,,,,1,1,0,5,3,3,1,1,5,-0.3414146992322103,-0.04408828192848341,-0.09663668378633711,0.16463708090007337,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.082524337156335,0.007970705061750951,0.08937863553191691,0.20872536282855678,0.04513319836302697,0.13819767951448927,0.0,0.0,2.0,1.0,1.0,5.0
1,16,1,1,1,4,4,1,2,0,,,,1,1,1,1,1,4,4,5,5,5,5,1.402528995943134,-0.25749269546771125,0.33649760127528444,0.13085922173188244,1,2,0,,,,1,1,1,4,4,5,5,5,5,0.06678691299534632,-0.04408828192848341,-0.5022983673729385,-0.1753162429044022,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.06995470917981854,-0.24056763073527473,0.3883519171995937,-0.1312279609759188,0.30164240068848314,0.23597124467007607,0.0,0.0,2.0,1.0,5.0,4.0
1,15,1,1,1,4,4,1,2,0,,,,0,0,1,1,0,5,4,2,3,4,5,-0.6985144411167765,-0.556465977135388,0.07523320353715703,0.34448410507196414,1,2,0,,,,0,1,0,5,4,2,3,4,5,-0.7496163114597669,-0.8274242678206093,-0.5022983673729385,-0.5152695667088778,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-0.04558288950875563,-0.6149974006341419,0.9009500822073522,0.3121547011117315,0.46246638679099433,0.18408135003320125,0.0,0.0,2.0,1.0,3.5,5.0
1,15,1,1,1,4,4,2,2,0,,,,1,1,1,1,0,4,3,1,1,1,5,-0.6985144411167765,1.8353202762060261,1.381555192227794,1.4126085217723727,2,2,0,,,,1,1,0,4,3,1,1,1,5,-0.3414146992322103,1.1309156969097054,1.1203483669734673,0.8445437285090245,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1.543161330068731,1.031935930797399,-0.4227117544336534,-0.2863719684006809,0.2534930268764651,0.16237239674390672,0.0,0.0,2.0,2.0,1.0,4.0
1,15,0,1,1,4,3,1,2,0,,,,1,1,1,1,1,4,5,2,1,1,5,-0.6985144411167765,1.8353202762060261,1.381555192227794,1.198983638432291,1,2,0,,,,1,1,1,4,5,2,1,1,5,-0.7496163114597669,0.3475797110175795,0.7146866833868658,0.8445437285090245,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.471953035622037,0.6356033743044899,-0.6363366377737352,0.496964017491445,0.3276582163032739,0.25774781473733827,0.0,0.0,2.0,1.0,1.0,4.0
1,15,1,0,1,3,3,1,2,0,,,,1,0,1,1,0,5,3,2,1,1,2,-0.6985144411167765,-0.8554392588030648,-0.18603119420097036,0.34448410507196414,1,2,0,,,,1,1,0,5,3,2,1,1,2,-0.7496163114597669,0.3475797110175795,-0.09663668378633711,-0.1753162429044022,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-0.23232878264402365,0.025208928108946732,1.1999233638750288,-0.5228959539219817,0.6012999416389653,0.28193937204760333,0.0,0.0,2.0,1.0,1.0,5.0
1,16,1,1,1,3,2,1,1,0,,,,0,0,1,1,0,5,4,3,1,1,5,-0.6985144411167765,0.3404538678676423,0.8590263967515392,0.9853587550922093,1,1,0,,,,0,1,0,5,4,3,1,1,5,0.06678691299534632,-0.04408828192848341,-0.09663668378633711,-0.1753162429044022,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.7282796732371303,-0.10534706953974089,0.644904887224567,-0.1312279609759188,0.34175518675485794,0.06604617740985576,0.0,0.0,1.0,1.0,1.0,5.0
0,15,1,1,1,2,3,2,1,0,,,,1,1,1,0,0,3,5,1,1,1,5,-0.6985144411167765,-0.8554392588030648,-0.9698243874153526,-0.937265194968526,2,1,0,,,,1,1,0,3,5,1,1,1,5,0.06678691299534632,-0.4357562748745463,-0.5022983673729385,-0.5152695667088778,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,-0.9208429470623146,-0.48444140298545424,-0.08182593616546119,-0.07951329183433148,0.05893434551797624,0.0426584607954249,0.0,0.0,1.0,2.0,1.0,3.0
1,15,1,0,1,4,3,1,3,0,,,,1,1,1,1,0,5,4,3,1,1,4,-0.4358840114842877,1.2373737128706725,1.381555192227794,1.6262334051124543,1,3,0,,,,1,1,0,5,4,3,1,1,4,-0.7496163114597669,0.7392477039636425,0.7146866833868658,0.504590404704549,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1.4150541034036401,0.6528415973516858,0.38885969224178174,-0.2346572992590935,0.19658229281923825,0.12897528067004568,0.0,0.0,3.0,1.0,1.0,5.0
1,16,0,1,0,4,4,2,3,0,,,,1,1,1,1,1,2,4,3,1,1,5,0.22069206259693433,1.2373737128706725,1.381555192227794,0.9853587550922093,2,3,0,,,,1,1,1,2,4,3,1,1,5,0.06678691299534632,0.3475797110175795,0.3090249998002643,0.16463708090007337,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1.2014292200635588,0.2737472639059724,-0.2520149577784633,-0.18294263011750614,0.20052907300963452,0.09643853206031408,0.0,0.0,3.0,2.0,1.0,2.0
0,15,0,1,1,3,4,1,3,0,,,,1,1,1,1,0,4,3,2,1,1,5,-0.4358840114842877,0.3404538678676423,0.33649760127528444,0.13085922173188244,1,3,0,,,,1,1,0,4,3,2,1,1,5,-0.3414146992322103,-0.4357562748745463,-0.09663668378633711,-0.1753162429044022,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.2692702302916031,-0.23590306718842854,-0.20959464613575987,0.2604400319701441,0.11988377070824367,0.17749252582172628,0.0,0.0,3.0,1.0,1.0,4.0
0,15,0,1,1,2,2,1,1,0,,,,1,1,1,0,0,4,3,1,1,1,2,0.3520072774131787,0.9384004312029958,0.5977619990134118,0.5581089884120458,1,1,0,,,,1,1,0,4,3,1,1,1,2,0.8831901374504597,0.7392477039636425,0.3090249998002643,-0.1753162429044022,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.6980904728761511,0.2909854869531682,-0.38029144279094995,-0.9145639468680447,0.20905680416031755,0.45754876378975645,0.0,0.0,1.0,1.0,1.0,4.0
0,16,1,0,1,2,2,2,2,1,,,,1,0,1,1,1,3,3,3,1,2,3,2.5843659292893335,-1.1544125404707415,-0.18603119420097036,0.13085922173188244,2,2,0,,,,1,1,1,3,3,3,1,2,3,2.515996586360686,-0.4357562748745463,-0.5022983673729385,-0.8552228905133533,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.40319483764660985,-0.5977591775869461,1.285271762202624,-0.419466615638807,0.6695901072333716,0.22543876136082883,0.0,0.0,2.0,2.0,1.5,3.0
1,15,1,0,1,4,4,1,1,0,,,,0,0,1,1,1,5,4,3,2,4,5,0.3520072774131787,0.3404538678676423,0.33649760127528444,0.34448410507196414,1,1,0,,,,0,1,1,5,4,3,2,4,5,0.8831901374504597,-0.8274242678206093,-0.5022983673729385,-0.5152695667088778,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.34047852473829704,-0.6149974006341419,0.004030237204321829,0.3121547011117315,0.00399330899061764,0.18408135003320125,0.0,0.0,1.0,1.0,3.0,5.0
1,15,1,1,1,4,4,1,2,0,,,,1,1,1,1,0,4,3,3,1,1,5,-0.4358840114842877,2.4332668395413797,1.9040839877040487,1.6262334051124543,1,2,0,,,,1,1,0,4,3,3,1,1,5,-0.7496163114597669,0.7392477039636425,1.1203483669734673,0.8445437285090245,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1.9878614107859611,0.9013799331487115,-0.8070334344289254,0.105296024545382,0.40998747972983385,0.19680496552428572,0.0,0.0,2.0,1.0,1.0,4.0
1,15,1,1,1,2,2,1,1,0,,,,0,1,1,1,0,5,4,1,1,1,1,-0.6985144411167765,-0.8554392588030648,-0.7085599896772251,0.13085922173188244,1,1,0,,,,0,1,0,5,4,1,1,1,1,-0.7496163114597669,-1.219092260766672,-0.90796005095954,-0.8552228905133533,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,-0.4777133422494692,-0.9940917340798551,0.9862984805349473,0.3638693702533188,0.5321313786536764,0.19663221958771274,0.0,0.0,1.0,1.0,1.0,5.0
0,16,1,0,1,2,2,2,2,1,,,,1,1,1,1,0,4,3,3,2,2,5,1.1398985663106451,-0.25749269546771125,-0.18603119420097036,-0.29639054494828093,2,2,1,,,,1,1,0,4,3,3,2,2,5,2.1077949741331294,-0.8274242678206093,-0.5022983673729385,-0.5152695667088778,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-0.24663814487232086,-0.6149974006341419,-0.03889784948056968,0.3121547011117315,0.05597465967572199,0.18408135003320125,0.0,0.0,2.0,2.0,2.0,4.0
0,15,1,0,0,4,3,1,2,0,,,,1,1,1,1,1,5,2,2,1,1,5,0.3520072774131787,-0.8554392588030648,-0.7085599896772251,-0.937265194968526,1,2,0,,,,1,1,1,5,2,2,1,1,5,0.06678691299534632,-0.8274242678206093,-0.5022983673729385,-0.5152695667088778,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-0.8337548144829388,-0.6149974006341419,-0.08182593616546119,0.3121547011117315,0.11588433490312014,0.18408135003320125,0.0,0.0,2.0,1.0,1.0,5.0
0,16,1,0,0,3,3,1,2,0,,,,0,1,1,1,0,2,3,5,1,4,3,0.8772681366781564,0.04148058619996553,0.33649760127528444,0.13085922173188244,1,2,0,,,,0,1,0,2,3,5,1,4,3,0.47498852522290297,0.3475797110175795,-0.09663668378633711,0.16463708090007337,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.16961246973571079,0.13852670271043857,0.08937863553191691,-0.18294263011750614,0.15127828816166056,0.22325627704512946,0.0,0.0,2.0,1.0,2.5,2.0
1,16,1,1,1,4,3,1,4,0,,,,1,1,1,1,0,4,2,2,1,1,2,-0.17325358185179887,2.4332668395413797,2.1653483854421762,2.053483171792618,1,4,0,,,,1,1,0,4,2,2,1,1,2,-0.3414146992322103,1.9142516828018312,1.93167173414667,1.5244503761179755,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2.2173661322587246,1.7901245976888258,-0.3797836677487618,-0.3898013066838557,0.19516222242042225,0.2302454311222528,0.0,0.0,4.0,1.0,1.0,4.0
